url,nome
https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-com-piscina-barra-da-tijuca-zona-oeste-rio-de-janeiro-rj-199m2-id-2885702373/?source=ranking%2Crp,AP0655_MERI
